100 0.0012807607650756835
200 0.0033553791046142577
300 0.006241865158081054
400 0.010042223930358887
500 0.014447379112243652
600 0.020001630783081054
700 0.026132960319519043
800 0.03336484432220459
900 0.04140782356262207
1000 0.049427947998046874
1100 0.059810914993286134
1200 0.06996219635009765
1300 0.08201724052429199
1400 0.0924643850326538
1500 0.10665257453918457
1600 0.12480245590209961
1700 0.13836551666259767
1800 0.150609769821167
1900 0.16904481410980224
2000 0.185078444480896
2100 0.20441256999969482
2200 0.22357587337493898
2300 0.24181496143341064
2400 0.26236237049102784
2500 0.28738335132598875
2600 0.3080313348770142
2700 0.32960848331451414
2800 0.3530771780014038
2900 0.38120009899139407
