100 742
100 753
100 738
100 752
100 743
100 744
100 751
100 735
100 742
100 747
200 1668
200 1683
200 1684
200 1700
200 1686
200 1685
200 1684
200 1688
200 1687
200 1691
300 2713
300 2717
300 2714
300 2698
300 2692
300 2703
300 2700
300 2689
300 2700
300 2723
400 3776
400 3795
400 3769
400 3789
400 3764
400 3790
400 3797
400 3774
400 3782
400 3786
500 4849
500 4838
500 4839
500 4859
500 4871
500 4864
500 4859
500 4840
500 4850
500 4850
600 6040
600 5997
600 6003
600 6040
600 6006
600 6019
600 6033
600 6030
600 6029
600 6021
700 7169
700 7183
700 7209
700 7202
700 7186
700 7208
700 7206
700 7192
700 7191
700 7178
800 8353
800 8393
800 8381
800 8377
800 8364
800 8365
800 8373
800 8375
800 8365
800 8381
900 9566
900 9515
900 9559
900 9594
900 9537
900 9524
900 9547
900 9565
900 9567
900 9528
1000 10718
1000 10685
1000 10741
1000 10734
1000 10745
1000 10739
1000 10747
1000 10708
1000 10697
1000 10724
1100 11954
1100 11951
1100 11960
1100 11972
1100 12000
1100 11982
1100 11966
1100 12019
1100 11990
1100 11951
1200 13256
1200 13275
1200 13234
1200 13221
1200 13276
1200 13207
1200 13280
1200 13268
1200 13271
1200 13221
1300 14532
1300 14518
1300 14534
1300 14549
1300 14521
1300 14482
1300 14523
1300 14479
1300 14532
1300 14523
1400 15787
1400 15836
1400 15788
1400 15797
1400 15799
1400 15814
1400 15818
1400 15808
1400 15784
1400 15809
1500 17106
1500 17067
1500 17090
1500 17108
1500 17090
1500 17091
1500 17055
1500 17051
1500 17059
1500 17046
1600 18349
1600 18329
1600 18395
1600 18330
1600 18341
1600 18369
1600 18351
1600 18372
1600 18346
1600 18349
1700 19643
1700 19572
1700 19655
1700 19648
1700 19615
1700 19598
1700 19623
1700 19617
1700 19613
1700 19585
1800 20919
1800 20912
1800 20911
1800 20893
1800 20872
1800 20867
1800 20928
1800 20880
1800 20851
1800 20871
1900 22185
1900 22169
1900 22142
1900 22161
1900 22191
1900 22144
1900 22195
1900 22156
1900 22180
1900 22193
