800 124 120 99 100
900 130 122 106 114
1000 145 144 111 138
1100 190 177 128 141
1200 186 170 138 168
1300 212 206 153 189
1400 207 190 152 173
1500 239 228 156 190
1600 248 225 166 220
1700 286 279 211 205
1800 263 242 225 250
1900 323 303 224 268
2000 330 325 229 251
