1, 1.00000
2, 2.00000
3, 3.00000
4, 3.15000
5, 3.10000
6, 3.40000
7, 3.85000
8, 3.60000
9, 3.90000
10, 4.15000
11, 4.30000
12, 4.55000
13, 4.60000
14, 4.60000
15, 4.65000
16, 4.85000
17, 4.70000
18, 4.60000
19, 5.15000
20, 5.25000
21, 5.20000
22, 5.30000
23, 5.20000
24, 5.90000
25, 5.60000
26, 7.25000
27, 4.00000
28, 5.00000
29, 8.00000
30, 5.00000
