1, 0.00003
1, 0.00003
1, 0.00002
1, 0.00002
1, 0.00002
1, 0.00002
1, 0.00002
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
1, 0.00001
2, 0.00000
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
2, 0.00001
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
3, 0.00002
4, 0.00002
4, 0.00002
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
4, 0.00003
5, 0.00002
5, 0.00003
5, 0.00004
5, 0.00004
5, 0.00004
5, 0.00004
5, 0.00004
5, 0.00004
5, 0.00004
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
5, 0.00005
6, 0.00004
6, 0.00005
6, 0.00006
6, 0.00007
6, 0.00007
6, 0.00007
6, 0.00007
6, 0.00007
6, 0.00007
6, 0.00007
6, 0.00007
6, 0.00008
6, 0.00008
6, 0.00008
6, 0.00008
6, 0.00008
6, 0.00008
6, 0.00008
6, 0.00008
6, 0.00008
7, 0.00005
7, 0.00007
7, 0.00009
7, 0.00009
7, 0.00010
7, 0.00010
7, 0.00011
7, 0.00011
7, 0.00012
7, 0.00012
7, 0.00012
7, 0.00012
7, 0.00012
7, 0.00012
7, 0.00013
7, 0.00013
7, 0.00013
7, 0.00013
7, 0.00013
7, 0.00013
8, 0.00015
8, 0.00022
8, 0.00021
8, 0.00024
8, 0.00024
8, 0.00024
8, 0.00025
8, 0.00025
8, 0.00026
8, 0.00026
8, 0.00026
8, 0.00026
8, 0.00025
8, 0.00026
8, 0.00026
8, 0.00026
8, 0.00026
8, 0.00027
8, 0.00027
8, 0.00027
9, 0.00016
9, 0.00023
9, 0.00036
9, 0.00042
9, 0.00041
9, 0.00044
9, 0.00042
9, 0.00044
9, 0.00045
9, 0.00046
9, 0.00046
9, 0.00047
9, 0.00048
9, 0.00050
9, 0.00051
9, 0.00050
9, 0.00049
9, 0.00051
9, 0.00051
9, 0.00050
10, 0.00062
10, 0.00078
10, 0.00088
10, 0.00083
10, 0.00078
10, 0.00088
10, 0.00090
10, 0.00093
10, 0.00096
10, 0.00092
10, 0.00095
10, 0.00092
10, 0.00096
10, 0.00098
10, 0.00096
10, 0.00095
10, 0.00093
10, 0.00093
10, 0.00095
10, 0.00092
11, 0.00144
11, 0.00179
11, 0.00201
11, 0.00210
11, 0.00227
11, 0.00208
11, 0.00197
11, 0.00189
11, 0.00196
11, 0.00202
11, 0.00208
11, 0.00216
11, 0.00220
11, 0.00226
11, 0.00217
11, 0.00208
11, 0.00205
11, 0.00200
11, 0.00206
11, 0.00208
12, 0.00177
12, 0.00291
12, 0.00307
12, 0.00297
12, 0.00276
12, 0.00293
12, 0.00279
12, 0.00324
12, 0.00349
12, 0.00332
12, 0.00362
12, 0.00379
12, 0.00364
12, 0.00356
12, 0.00357
12, 0.00356
12, 0.00347
12, 0.00337
12, 0.00355
12, 0.00348
13, 0.00718
13, 0.00812
13, 0.00965
13, 0.00819
13, 0.00765
13, 0.00814
13, 0.00776
13, 0.00802
13, 0.00859
13, 0.00823
13, 0.00792
13, 0.00761
13, 0.00769
13, 0.00741
13, 0.00714
13, 0.00702
13, 0.00741
13, 0.00723
13, 0.00754
13, 0.00749
14, 0.00424
14, 0.01049
14, 0.00997
14, 0.00942
14, 0.00886
14, 0.00855
14, 0.00861
14, 0.00859
14, 0.00890
14, 0.01076
14, 0.01253
14, 0.01222
14, 0.01199
14, 0.01198
14, 0.01176
14, 0.01297
14, 0.01273
14, 0.01250
14, 0.01219
14, 0.01244
15, 0.01069
15, 0.01488
15, 0.01948
15, 0.01897
15, 0.02419
15, 0.02549
15, 0.02508
15, 0.02591
15, 0.02625
15, 0.02579
15, 0.02489
15, 0.02474
15, 0.02410
15, 0.02472
15, 0.02391
15, 0.02379
15, 0.02337
15, 0.02474
15, 0.02456
15, 0.02637
16, 0.02743
16, 0.02860
16, 0.03980
16, 0.04271
16, 0.03939
16, 0.04178
16, 0.04936
16, 0.04666
16, 0.05250
16, 0.05514
16, 0.05257
16, 0.05446
16, 0.05984
16, 0.05995
16, 0.05731
16, 0.05608
16, 0.05763
16, 0.05843
16, 0.06175
16, 0.06026
17, 0.15038
17, 0.13536
17, 0.12133
17, 0.11966
17, 0.11632
17, 0.10503
17, 0.12319
17, 0.13881
17, 0.13498
17, 0.13282
17, 0.13026
17, 0.12484
17, 0.12939
17, 0.12594
17, 0.12435
17, 0.12980
17, 0.13354
17, 0.13731
17, 0.14537
17, 0.14726
18, 0.17093
18, 0.18094
18, 0.24235
18, 0.22524
18, 0.25895
18, 0.30716
18, 0.32810
18, 0.30465
18, 0.28940
18, 0.30824
18, 0.29469
18, 0.28344
18, 0.27204
18, 0.27880
18, 0.28434
18, 0.27961
18, 0.28322
18, 0.29775
18, 0.31545
18, 0.31301
19, 0.14755
19, 0.22093
19, 0.21220
19, 0.24752
19, 0.25689
19, 0.25420
19, 0.25259
19, 0.27836
19, 0.34793
19, 0.35052
19, 0.34619
19, 0.39919
19, 0.39235
19, 0.42372
19, 0.41076
19, 0.39829
19, 0.38920
19, 0.43206
19, 0.42926
19, 0.42051
20, 0.98432
20, 0.89264
20, 0.81359
20, 1.12229
20, 1.30045
20, 1.18049
20, 1.10396
20, 1.11481
20, 1.12346
20, 1.06372
20, 1.10355
20, 1.08937
20, 1.03681
20, 1.00017
20, 1.02113
20, 0.98285
20, 0.96041
20, 0.93497
20, 0.96454
20, 0.93664
21, 0.33717
21, 1.03132
21, 0.98918
21, 1.07591
21, 1.08495
21, 1.49689
21, 1.44992
21, 1.53115
21, 1.66058
21, 1.61892
21, 1.79619
21, 1.71680
21, 1.86481
21, 1.85700
21, 1.78868
21, 1.78319
21, 1.84259
21, 1.81770
21, 1.86818
21, 1.92721
22, 4.55606
22, 5.25205
22, 6.37472
22, 6.60078
22, 5.74317
22, 5.21984
22, 5.71234
22, 5.85685
22, 5.54074
22, 5.71163
22, 5.42188
22, 5.40337
22, 5.48903
22, 5.81603
22, 6.18182
22, 5.93412
22, 6.20459
22, 5.97564
22, 5.84043
23, 7.78139
23, 6.67664
23, 6.68151
23, 6.96116
23, 7.50474
23, 7.57245
23, 8.95029
23, 8.19984
23, 7.74741
23, 7.52334
23, 7.43934
23, 7.82031
23, 7.82494
23, 7.72209
24, 7.46834
24, 7.56756
24, 7.91710
24, 8.82471
24, 9.91230
24, 10.78039
24, 11.39202
24, 11.30077
24, 11.67850
25, 12.28769
25, 14.19688
25, 14.33379
25, 20.29188
26, 17.83620
26, 23.79548
26, 24.52073
