1;0.030;
2;0.032;
3;0.031;
4;0.027;
5;0.029;
6;0.031;
7;0.031;
8;0.029;
9;0.031;
10;0.030;
11;0.032;
12;0.035;
13;0.043;
14;0.048;
15;0.076;
16;0.100;
17;0.197;
18;0.342;
19;0.642;
20;0.995;
21;2.532;
22;4.501;
23;8.666;
24;21.269;
25;39.050;
26;82.694;
27;135.512;
28;205.846;
29;1171.440;
30;3236.920;
31;1915.941;
32;5562.437;
