100 0.0009070491790771485
200 0.0023926830291748045
300 0.004437317848205566
400 0.007340822219848633
500 0.011019129753112793
600 0.016572599411010743
700 0.022558155059814452
800 0.02663292407989502
900 0.03730110645294189
1000 0.04197305679321289
1100 0.05066572666168213
1200 0.05986874103546143
1300 0.07122411727905273
1400 0.0829843282699585
1500 0.09559712409973145
1600 0.10756560802459716
1700 0.12181722164154053
1800 0.1362994146347046
1900 0.15344696521759033
2000 0.17129467010498048
2100 0.19329151153564453
2200 0.20492781639099122
2300 0.2365145206451416
2400 0.24870736598968507
2500 0.26785693645477293
2600 0.29220746517181395
2700 0.3285904169082642
2800 0.36165186405181887
2900 0.3994214344024658
