100 954.1
200 2192.64
300 3715.38
400 4953.24
500 6188.4
600 8242.4
700 9630.6
800 10976.6
900 12359.2
1000 13776.6
1100 16670.94
1200 18129.98
1300 19679.88
1400 21195.9
1500 22685.08
1600 24216.72
1700 25654.86
1800 27226.98
1900 28740.58
2000 30219.42
2100 34597.2
2200 36255.12
2300 37931.76
2400 39629.52
2500 41249.76
2600 42934.08
2700 44601.6
2800 46280.64
2900 47799.84
